"","EventYear","Plot","Transect","Quadrat","mean","sd","mean_loss","sd_loss","mean_gain","sd_gain","yrID","quadnum","PPT","PPT_l1","PPT_l2","PPT_l3","PPT_l4","PPT_l5","PPT_l6","PPT_l7","PPT_l8","PPT_l9","PPT_l10","PPT_l11","PPT_l12","PPT_l13","PPT_l14","PPT_l15","PPT_l16","PPT_l17","PPT_l18","PPT_l19","PPT_l20","VPD","VPD_l1","VPD_l2","VPD_l3","VPD_l4","VPD_l5","VPD_l6","VPD_l7","VPD_l8","VPD_l9","VPD_l10","VPD_l11","VPD_l12","VPD_l13","VPD_l14","VPD_l15","VPD_l16","VPD_l17","VPD_l18","VPD_l19","VPD_l20"
"1",2007,"S02","B",1,NA,NA,NA,NA,NA,NA,1,31,132.615269878198,22.3666057773797,15.4290841344034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.355718259041,77.3912147797822,42.709174481313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2007,"S02","B",2,NA,NA,NA,NA,NA,NA,1,32,132.615269878198,22.3666057773797,15.4290841344034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.355718259041,77.3912147797822,42.709174481313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2007,"S02","B",3,NA,NA,NA,NA,NA,NA,1,33,132.615269878198,22.3666057773797,15.4290841344034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.355718259041,77.3912147797822,42.709174481313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2007,"S02","B",4,NA,NA,NA,NA,NA,NA,1,34,132.615269878198,22.3666057773797,15.4290841344034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.355718259041,77.3912147797822,42.709174481313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2007,"S02","B",5,NA,NA,NA,NA,NA,NA,1,35,132.615269878198,22.3666057773797,15.4290841344034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.355718259041,77.3912147797822,42.709174481313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2007,"S05","B",1,NA,NA,NA,NA,NA,NA,1,36,132.538591472177,22.3619848163285,15.4431346194986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.46889700016,77.4939011235232,42.7642494567859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2007,"S05","B",2,NA,NA,NA,NA,NA,NA,1,37,132.538591472177,22.3619848163285,15.4431346194986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.46889700016,77.4939011235232,42.7642494567859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2007,"S05","B",3,NA,NA,NA,NA,NA,NA,1,38,132.538591472177,22.3619848163285,15.4431346194986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.46889700016,77.4939011235232,42.7642494567859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2007,"S05","B",4,NA,NA,NA,NA,NA,NA,1,39,132.538591472177,22.3619848163285,15.4431346194986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.46889700016,77.4939011235232,42.7642494567859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2007,"S05","B",5,NA,NA,NA,NA,NA,NA,1,40,132.538591472177,22.3619848163285,15.4431346194986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.46889700016,77.4939011235232,42.7642494567859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
