"","yrID","siteID","bray","SD","SITE_TRANS","YEAR","observed_all","observed_one","SITE","TRANSECT","DRY_GM2","DRY_GM2_l1","DRY_GM2_l2","DRY_GM2_l3","DRY_GM2_l4","DRY_GM2_l5","TEMP_C","TEMP_C_l1","TEMP_C_l2","TEMP_C_l3","TEMP_C_l4","TEMP_C_l5","chla","chla_l1","chla_l2","chla_l3","chla_l4","chla_l5"
"1",2,10,0.517317371479886,0.127412935711998,"BULL_1",2001,0.368421052631579,0.294117647058824,"BULL",1,8.226,19.4226666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,11,0.521160649905233,0.121651440776898,"BULL_3",2001,0.666666666666667,0.666666666666667,"BULL",3,26.3306666666667,192.804666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2,12,0.50998154330835,0.126867485032184,"BULL_6",2001,0.625,0.625,"BULL",6,0,78.0253333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2,13,0.415991651772136,0.099217191599921,"CARP_1",2001,0.866666666666667,0.866666666666667,"CARP",1,339.627333333333,455.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2,14,0.400624421292732,0.099503573155677,"CARP_2",2001,1,1,"CARP",2,0,36.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2,15,0.407418697730821,0.100450576432304,"CARP_3",2001,0.857142857142857,0.857142857142857,"CARP",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2,16,0.399413513748448,0.101482300894987,"CARP_4",2001,1,1,"CARP",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2,17,0.400688768596115,0.100754934076539,"CARP_5",2001,0.6,0.6,"CARP",5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2,18,0.400994191991471,0.100554358899745,"CARP_6",2001,1,1,"CARP",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2,19,0.402563152105978,0.101954542371992,"CARP_7",2001,0.5,0.5,"CARP",7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2,20,0.405367248823639,0.101609359481741,"CARP_8",2001,1,1,"CARP",8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2,32,0.598128267543734,0.1132907525204,"NAPL_1",2001,0.75,1,"NAPL",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2,33,0.593717906667241,0.112071880016938,"NAPL_2",2001,0.6,1,"NAPL",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2,34,0.601595739755564,0.114674918460223,"NAPL_3",2001,0.828571428571429,1,"NAPL",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2,35,0.597466313121787,0.114751406663931,"NAPL_4",2001,0.76,1,"NAPL",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2,36,0.603006278482815,0.110829632811451,"NAPL_5",2001,0.846153846153846,0.846153846153846,"NAPL",5,2.35533333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2,37,0.58156401030527,0.110284558094895,"NAPL_6",2001,0.401869158878505,0.401869158878505,"NAPL",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2,38,0.60043402208942,0.113148717447366,"NAPL_7",2001,0.733333333333333,0.733333333333333,"NAPL",7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2,39,0.595311937170105,0.109958440558847,"NAPL_8",2001,0.810526315789474,0.810526315789474,"NAPL",8,0.386666666666667,0.193333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",3,2,0.318457194064614,0.10838387526117,"AHND_1",2002,1,1,"AHND",1,0,4.67533333333333,NA,NA,NA,NA,15.2575479112834,14.7682818100358,NA,NA,NA,NA,1.91654726266861,1.08580815792084,NA,NA,NA,NA
"21",3,3,0.328938538302616,0.104649994011135,"AHND_2",2002,0.564102564102564,0.564102564102564,"AHND",2,378.35,109.690333333333,NA,NA,NA,NA,15.2575479112834,14.7682818100358,NA,NA,NA,NA,1.91654726266861,1.08580815792084,NA,NA,NA,NA
"22",3,5,0.295880169899648,0.0811235581652354,"AQUE_2",2002,0.534246575342466,0.534246575342466,"AQUE",2,803.842,111.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896755027771,1.01066553592682,NA,NA,NA,NA
"23",3,6,0.316694963753626,0.0789340244496892,"AQUE_3",2002,0.82716049382716,0.82716049382716,"AQUE",3,1506.914,45.6743333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896755027771,1.01066553592682,NA,NA,NA,NA
"24",3,7,0.302133061854474,0.0809299180442237,"AQUE_4",2002,0.622222222222222,0.622222222222222,"AQUE",4,544.867666666667,162.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896755027771,1.01066553592682,NA,NA,NA,NA
"25",3,8,0.304033573752534,0.082586889325567,"AQUE_5",2002,0.755102040816326,0.755102040816326,"AQUE",5,901.826333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896755027771,1.01066553592682,NA,NA,NA,NA
"26",3,10,0.370285820560343,0.120817603538812,"BULL_1",2002,0.574468085106383,0.644444444444444,"BULL",1,340.901666666667,8.226,19.4226666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79447100162506,1.28298234939575,NA,NA,NA,NA
"27",3,11,0.357355371530114,0.119655271103643,"BULL_3",2002,0.627906976744186,0.627906976744186,"BULL",3,217.281,26.3306666666667,192.804666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79447100162506,1.28298234939575,NA,NA,NA,NA
"28",3,12,0.380714523900118,0.118931289202943,"BULL_6",2002,0.793103448275862,0.793103448275862,"BULL",6,54.63,0,78.0253333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79447100162506,1.28298234939575,NA,NA,NA,NA
"29",3,13,0.313206116286446,0.118383182258196,"CARP_1",2002,0.829787234042553,0.829787234042553,"CARP",1,1511.818,339.627333333333,455.681,NA,NA,NA,15.4314395734597,14.8788048835125,NA,NA,NA,NA,2.01384472846985,1.31871998310089,NA,NA,NA,NA
"30",3,14,0.307285098503077,0.121945291720259,"CARP_2",2002,1,1,"CARP",2,0,0,36.754,NA,NA,NA,15.4314395734597,14.8788048835125,NA,NA,NA,NA,2.01384472846985,1.31871998310089,NA,NA,NA,NA
"31",3,15,0.311557854667279,0.118276440040984,"CARP_3",2002,0.551020408163265,0.551020408163265,"CARP",3,0,0,0,NA,NA,NA,15.4314395734597,14.8788048835125,NA,NA,NA,NA,2.01384472846985,1.31871998310089,NA,NA,NA,NA
"32",3,16,0.309248592103095,0.122096816664345,"CARP_4",2002,1,1,"CARP",4,0,0,0,NA,NA,NA,15.4314395734597,14.8788048835125,NA,NA,NA,NA,2.01384472846985,1.31871998310089,NA,NA,NA,NA
"33",3,17,0.308861722788046,0.121449841621543,"CARP_5",2002,0.666666666666667,0.666666666666667,"CARP",5,0,0,0,NA,NA,NA,15.4314395734597,14.8788048835125,NA,NA,NA,NA,2.01384472846985,1.31871998310089,NA,NA,NA,NA
