"","chla","site","YEAR","MONTH"
"1",0.614397704601288,"ABUR","2002","07"
"2",0.78555828332901,"AHND","2002","07"
"3",0.794693946838379,"AQUE","2002","07"
"4",0.768941044807434,"BULL","2002","07"
"5",0.882819771766663,"CARP","2002","07"
"6",0.78561544418335,"GOLB","2002","07"
"7",0.754388093948364,"IVEE","2002","07"
"8",0.614397704601288,"MOHK","2002","07"
"9",0.79232668876648,"NAPL","2002","07"
"10",0.90749979019165,"SCDI","2002","07"
"11",0.669484317302704,"SCTW","2002","07"
"12",3.65805077552795,"ABUR","2002","08"
"13",1.80969440937042,"AHND","2002","08"
"14",2.07865357398987,"AQUE","2002","08"
"15",1.81877732276917,"BULL","2002","08"
"16",2.23174643516541,"CARP","2002","08"
"17",2.2076141834259,"GOLB","2002","08"
"18",2.01236200332642,"IVEE","2002","08"
"19",3.65805077552795,"MOHK","2002","08"
"20",1.91906356811523,"NAPL","2002","08"
"21",2.54023742675781,"SCDI","2002","08"
"22",1.90862989425659,"SCTW","2002","08"
"23",4.32886505126953,"ABUR","2002","09"
"24",3.19771313667297,"AHND","2002","09"
"25",2.85224223136902,"AQUE","2002","09"
"26",1.9556622505188,"BULL","2002","09"
"27",3.50940728187561,"CARP","2002","09"
"28",2.83274173736572,"GOLB","2002","09"
"29",2.37199878692627,"IVEE","2002","09"
"30",4.32886505126953,"MOHK","2002","09"
"31",2.53967308998108,"NAPL","2002","09"
"32",2.3791332244873,"SCDI","2002","09"
"33",2.13653922080994,"SCTW","2002","09"
"34",2.2105073928833,"ABUR","2002","10"
"35",1.5057760477066,"AHND","2002","10"
"36",1.28263282775879,"AQUE","2002","10"
"37",2.19504714012146,"BULL","2002","10"
"38",1.11862695217133,"CARP","2002","10"
"39",1.37690663337708,"GOLB","2002","10"
"40",1.10504817962646,"IVEE","2002","10"
"41",2.2105073928833,"MOHK","2002","10"
"42",1.03509473800659,"NAPL","2002","10"
"43",1.99901103973389,"SCDI","2002","10"
"44",1.38006317615509,"SCTW","2002","10"
"45",2.94940447807312,"ABUR","2002","11"
"46",2.28399443626404,"AHND","2002","11"
"47",2.47555255889893,"AQUE","2002","11"
"48",2.23392724990845,"BULL","2002","11"
"49",2.32662320137024,"CARP","2002","11"
"50",2.76312518119812,"GOLB","2002","11"
"51",2.39118957519531,"IVEE","2002","11"
"52",2.94940447807312,"MOHK","2002","11"
"53",2.21948742866516,"NAPL","2002","11"
"54",2.53338003158569,"SCDI","2002","11"
"55",2.24046635627747,"SCTW","2002","11"
"56",1.40044438838959,"ABUR","2002","12"
"57",1.08580815792084,"AHND","2002","12"
"58",1.01066553592682,"AQUE","2002","12"
"59",1.28298234939575,"BULL","2002","12"
"60",1.31871998310089,"CARP","2002","12"
"61",1.50051236152649,"GOLB","2002","12"
"62",1.37896013259888,"IVEE","2002","12"
"63",1.40044438838959,"MOHK","2002","12"
"64",1.20153725147247,"NAPL","2002","12"
"65",1.2172235250473,"SCDI","2002","12"
"66",1.04063069820404,"SCTW","2002","12"
"67",0.701969087123871,"ABUR","2003","01"
"68",0.808663010597229,"AHND","2003","01"
"69",1.06870460510254,"AQUE","2003","01"
"70",1.12972068786621,"BULL","2003","01"
"71",0.92003583908081,"CARP","2003","01"
"72",0.692462623119354,"GOLB","2003","01"
"73",0.678582310676575,"IVEE","2003","01"
"74",0.701969087123871,"MOHK","2003","01"
"75",0.951436877250671,"NAPL","2003","01"
"76",0.985762178897858,"SCDI","2003","01"
"77",0.870615124702454,"SCTW","2003","01"
"78",1.30772793292999,"ABUR","2003","02"
"79",0.839473724365234,"AHND","2003","02"
"80",0.895895183086395,"AQUE","2003","02"
"81",0.973435342311859,"BULL","2003","02"
"82",1.35603773593903,"CARP","2003","02"
"83",1.27697122097015,"GOLB","2003","02"
"84",1.16717004776001,"IVEE","2003","02"
"85",1.30772793292999,"MOHK","2003","02"
"86",1.08183467388153,"NAPL","2003","02"
"87",1.00562155246735,"SCDI","2003","02"
"88",1.05651271343231,"SCTW","2003","02"
"89",2.65328216552734,"ABUR","2003","03"
"90",4.98283863067627,"AHND","2003","03"
"91",4.8722882270813,"AQUE","2003","03"
"92",3.73593592643738,"BULL","2003","03"
"93",3.10391545295715,"CARP","2003","03"
"94",3.85976004600525,"GOLB","2003","03"
"95",4.67483711242676,"IVEE","2003","03"
"96",2.65328216552734,"MOHK","2003","03"
"97",8.71601104736328,"NAPL","2003","03"
"98",2.09313297271729,"SCDI","2003","03"
"99",1.28964138031006,"SCTW","2003","03"
"100",9.04259872436523,"ABUR","2003","04"
"101",10.4901857376099,"AHND","2003","04"
"102",12.5512208938599,"AQUE","2003","04"
"103",8.67787837982178,"BULL","2003","04"
"104",11.0378036499023,"CARP","2003","04"
"105",8.44503593444824,"GOLB","2003","04"
"106",8.54694080352783,"IVEE","2003","04"
"107",9.04259872436523,"MOHK","2003","04"
"108",7.67624044418335,"NAPL","2003","04"
"109",6.99226570129395,"SCDI","2003","04"
"110",5.963463306427,"SCTW","2003","04"
"111",NA,"ABUR","2003","05"
"112",10.3523006439209,"AHND","2003","05"
"113",12.647533416748,"AQUE","2003","05"
"114",6.52838897705078,"BULL","2003","05"
"115",9.2722578048706,"CARP","2003","05"
"116",2.58839392662048,"GOLB","2003","05"
"117",3.30646228790283,"IVEE","2003","05"
"118",NA,"MOHK","2003","05"
"119",10.0924825668335,"NAPL","2003","05"
"120",2.60503053665161,"SCDI","2003","05"
"121",2.33984923362732,"SCTW","2003","05"
"122",1.08441555500031,"ABUR","2003","06"
"123",2.76279401779175,"AHND","2003","06"
"124",2.17101621627808,"AQUE","2003","06"
"125",3.66908574104309,"BULL","2003","06"
"126",1.31403529644012,"CARP","2003","06"
"127",1.66769373416901,"GOLB","2003","06"
"128",1.87724459171295,"IVEE","2003","06"
"129",1.08441555500031,"MOHK","2003","06"
"130",2.2226185798645,"NAPL","2003","06"
"131",3.63103342056274,"SCDI","2003","06"
"132",3.1701557636261,"SCTW","2003","06"
"133",2.22349429130554,"ABUR","2003","07"
"134",4.44186735153198,"AHND","2003","07"
"135",3.79432010650635,"AQUE","2003","07"
"136",4.0231351852417,"BULL","2003","07"
"137",2.60890173912048,"CARP","2003","07"
"138",4.34472703933716,"GOLB","2003","07"
"139",4.32211303710938,"IVEE","2003","07"
"140",2.22349429130554,"MOHK","2003","07"
"141",4.08710336685181,"NAPL","2003","07"
"142",3.24075794219971,"SCDI","2003","07"
"143",3.00761318206787,"SCTW","2003","07"
"144",4.86599540710449,"ABUR","2003","08"
"145",5.67871236801147,"AHND","2003","08"
"146",5.48675203323364,"AQUE","2003","08"
"147",4.57840442657471,"BULL","2003","08"
"148",4.44536066055298,"CARP","2003","08"
"149",4.28574991226196,"GOLB","2003","08"
"150",4.19758033752441,"IVEE","2003","08"
"151",4.86599540710449,"MOHK","2003","08"
"152",4.09130239486694,"NAPL","2003","08"
"153",2.84330916404724,"SCDI","2003","08"
"154",2.65645527839661,"SCTW","2003","08"
"155",9.07008838653564,"ABUR","2003","09"
"156",10.6545448303223,"AHND","2003","09"
"157",12.4108419418335,"AQUE","2003","09"
"158",7.02556133270264,"BULL","2003","09"
"159",13.0637693405151,"CARP","2003","09"
"160",14.306583404541,"GOLB","2003","09"
"161",14.0303955078125,"IVEE","2003","09"
"162",9.07008838653564,"MOHK","2003","09"
"163",11.9801445007324,"NAPL","2003","09"
"164",5.24197864532471,"SCDI","2003","09"
"165",5.07611703872681,"SCTW","2003","09"
"166",5.89972066879272,"ABUR","2003","10"
"167",4.41849422454834,"AHND","2003","10"
"168",5.8580961227417,"AQUE","2003","10"
"169",3.17906332015991,"BULL","2003","10"
"170",6.03183126449585,"CARP","2003","10"
"171",5.69568967819214,"GOLB","2003","10"
"172",5.81489610671997,"IVEE","2003","10"
"173",5.89972066879272,"MOHK","2003","10"
"174",4.58242130279541,"NAPL","2003","10"
"175",2.63088798522949,"SCDI","2003","10"
"176",1.81588447093964,"SCTW","2003","10"
"177",2.15911626815796,"ABUR","2003","11"
"178",1.84261810779572,"AHND","2003","11"
"179",1.72284471988678,"AQUE","2003","11"
"180",2.5911922454834,"BULL","2003","11"
"181",2.47375512123108,"CARP","2003","11"
"182",1.61045897006989,"GOLB","2003","11"
"183",1.66148626804352,"IVEE","2003","11"
"184",2.15911626815796,"MOHK","2003","11"
"185",1.82791829109192,"NAPL","2003","11"
"186",1.56436932086945,"SCDI","2003","11"
"187",0.993710577487946,"SCTW","2003","11"
"188",1.81912398338318,"ABUR","2003","12"
"189",2.00571370124817,"AHND","2003","12"
"190",2.0124397277832,"AQUE","2003","12"
"191",2.51174736022949,"BULL","2003","12"
"192",2.75092148780823,"CARP","2003","12"
"193",1.72824132442474,"GOLB","2003","12"
"194",1.43505477905273,"IVEE","2003","12"
"195",1.81912398338318,"MOHK","2003","12"
"196",1.93913221359253,"NAPL","2003","12"
"197",1.44995045661926,"SCDI","2003","12"
"198",1.17400324344635,"SCTW","2003","12"
"199",2.48591566085815,"ABUR","2004","01"
"200",3.75657677650452,"AHND","2004","01"
"201",3.97381734848022,"AQUE","2004","01"
"202",2.50156855583191,"BULL","2004","01"
"203",3.09579730033875,"CARP","2004","01"
"204",3.59525299072266,"GOLB","2004","01"
"205",3.41206932067871,"IVEE","2004","01"
"206",2.48591566085815,"MOHK","2004","01"
"207",2.74624609947205,"NAPL","2004","01"
"208",1.8972897529602,"SCDI","2004","01"
"209",2.31305170059204,"SCTW","2004","01"
"210",5.61663341522217,"ABUR","2004","02"
"211",9.77370834350586,"AHND","2004","02"
"212",10.182074546814,"AQUE","2004","02"
"213",10.6731328964233,"BULL","2004","02"
"214",4.14789628982544,"CARP","2004","02"
"215",8.51120376586914,"GOLB","2004","02"
"216",7.4954104423523,"IVEE","2004","02"
"217",5.61663341522217,"MOHK","2004","02"
"218",7.01250410079956,"NAPL","2004","02"
"219",4.337233543396,"SCDI","2004","02"
"220",2.82017874717712,"SCTW","2004","02"
"221",3.46201944351196,"ABUR","2004","03"
"222",3.78554105758667,"AHND","2004","03"
"223",4.92364692687988,"AQUE","2004","03"
"224",9.65629959106445,"BULL","2004","03"
"225",4.04568910598755,"CARP","2004","03"
"226",7.16639375686646,"GOLB","2004","03"
"227",7.55288696289062,"IVEE","2004","03"
"228",3.46201944351196,"MOHK","2004","03"
"229",10.1360731124878,"NAPL","2004","03"
"230",4.09743928909302,"SCDI","2004","03"
"231",5.055739402771,"SCTW","2004","03"
"232",3.51393413543701,"ABUR","2004","04"
"233",9.86702346801758,"AHND","2004","04"
"234",9.35514450073242,"AQUE","2004","04"
"235",11.8673706054688,"BULL","2004","04"
"236",6.63366270065308,"CARP","2004","04"
"237",8.01251792907715,"GOLB","2004","04"
"238",7.39219093322754,"IVEE","2004","04"
"239",3.51393413543701,"MOHK","2004","04"
"240",6.41051721572876,"NAPL","2004","04"
"241",19.6715984344482,"SCDI","2004","04"
"242",6.8690242767334,"SCTW","2004","04"
"243",11.8363580703735,"ABUR","2004","05"
"244",7.12174940109253,"AHND","2004","05"
"245",6.0352520942688,"AQUE","2004","05"
"246",5.38947439193726,"BULL","2004","05"
"247",11.3893966674805,"CARP","2004","05"
"248",10.0883331298828,"GOLB","2004","05"
"249",9.97331237792969,"IVEE","2004","05"
"250",11.8363580703735,"MOHK","2004","05"
"251",8.73853969573975,"NAPL","2004","05"
"252",3.16226410865784,"SCDI","2004","05"
"253",3.53537917137146,"SCTW","2004","05"
"254",5.8025631904602,"ABUR","2004","06"
"255",5.13785648345947,"AHND","2004","06"
"256",4.95714569091797,"AQUE","2004","06"
"257",4.44309425354004,"BULL","2004","06"
"258",7.17371606826782,"CARP","2004","06"
"259",4.40841913223267,"GOLB","2004","06"
"260",4.35214185714722,"IVEE","2004","06"
"261",5.8025631904602,"MOHK","2004","06"
"262",4.12886381149292,"NAPL","2004","06"
"263",3.93119812011719,"SCDI","2004","06"
"264",3.83833694458008,"SCTW","2004","06"
"265",2.68507170677185,"ABUR","2004","07"
"266",0.957266330718994,"AHND","2004","07"
"267",1.09439015388489,"AQUE","2004","07"
"268",1.17235124111176,"BULL","2004","07"
"269",2.10589957237244,"CARP","2004","07"
"270",1.66607916355133,"GOLB","2004","07"
"271",1.49798500537872,"IVEE","2004","07"
