"","yrID","siteID","bray","SD","X","YEAR","site_web_trans","site","web","transect","Temp","Temp_l1","Temp_l2","Temp_l3","Temp_l4","Temp_l5","PPT","PPT_l1","PPT_l2","PPT_l3","PPT_l4","PPT_l5","ecosystem","season","NPP","NPP_l1","NPP_l2","NPP_l3","NPP_l4","NPP_l5","NPP_l6","NPP_l7","NPP_l8","NPP_l9","NPP_l10"
"1",2,1,0.514225184638907,0.029771114160267,61,1993,"BOER_1_108","BOER",1,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,2,0.52625766760566,0.0279961974838301,62,1993,"BOER_1_12","BOER",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2,3,0.518387020559522,0.0285488119797763,63,1993,"BOER_1_132","BOER",1,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2,4,0.53137135496391,0.0295946816240526,64,1993,"BOER_1_36","BOER",1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2,5,0.525975727029083,0.0276680088784283,65,1993,"BOER_1_60","BOER",1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2,6,0.526554634069324,0.0281107244695426,66,1993,"BOER_1_84","BOER",1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2,7,0.526532014772618,0.0299538650865441,67,1993,"BOER_2_108","BOER",2,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2,8,0.524162816793712,0.0277435346607551,68,1993,"BOER_2_12","BOER",2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2,9,0.532754001531543,0.0300765690865631,69,1993,"BOER_2_132","BOER",2,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2,10,0.526612336563725,0.0285398026532095,70,1993,"BOER_2_36","BOER",2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2,11,0.524820998877678,0.0301679759611007,71,1993,"BOER_2_60","BOER",2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2,12,0.525932971343148,0.028846771444846,72,1993,"BOER_2_84","BOER",2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2,13,0.529517717319938,0.030572885834283,73,1993,"BOER_3_108","BOER",3,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2,14,0.526656206711391,0.0292703198888568,74,1993,"BOER_3_12","BOER",3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2,15,0.525489014271968,0.0295637140117075,75,1993,"BOER_3_132","BOER",3,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2,16,0.530754818297049,0.031029763138243,76,1993,"BOER_3_36","BOER",3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2,17,0.526342160039107,0.0295562715207521,77,1993,"BOER_3_60","BOER",3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2,18,0.52812598092345,0.0302593990628929,78,1993,"BOER_3_84","BOER",3,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2,19,0.525196908777184,0.0294505828811548,79,1993,"BOER_4_108","BOER",4,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2,20,0.526426372916872,0.0294246490427484,80,1993,"BOER_4_12","BOER",4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2,21,0.526739643512275,0.0293267432240664,81,1993,"BOER_4_132","BOER",4,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2,22,0.526942004643138,0.0293469711826395,82,1993,"BOER_4_36","BOER",4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2,23,0.528657407884008,0.0303706347768653,83,1993,"BOER_4_60","BOER",4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2,24,0.530512446981842,0.0289159258676689,84,1993,"BOER_4_84","BOER",4,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2,25,0.528453541431565,0.027979318038142,85,1993,"BOER_5_108","BOER",5,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2,26,0.524781019184274,0.0292463870675775,86,1993,"BOER_5_12","BOER",5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2,27,0.526943649148972,0.0298216263533215,87,1993,"BOER_5_132","BOER",5,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2,28,0.53003014900103,0.0306339344392546,88,1993,"BOER_5_36","BOER",5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2,29,0.52934978082368,0.0277645182657001,89,1993,"BOER_5_60","BOER",5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2,30,0.529933919481901,0.0297025819046915,90,1993,"BOER_5_84","BOER",5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2,31,0.469387067353159,0.0716825849898792,91,1993,"LATR_1_108","LATR",1,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2,32,0.469161082984738,0.071267687469265,92,1993,"LATR_1_12","LATR",1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2,33,0.471991689741011,0.0756930499962019,93,1993,"LATR_1_132","LATR",1,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2,34,0.488858121822422,0.0708631492468901,94,1993,"LATR_1_36","LATR",1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2,35,0.479606241153892,0.072334566466349,95,1993,"LATR_1_60","LATR",1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2,36,0.488273329301312,0.0731170981037385,96,1993,"LATR_1_84","LATR",1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2,37,0.488934845513803,0.0739400393447833,97,1993,"LATR_2_108","LATR",2,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2,38,0.467372591354558,0.0688594454732631,98,1993,"LATR_2_12","LATR",2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2,39,0.46332253364781,0.0676513559547436,99,1993,"LATR_2_132","LATR",2,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2,40,0.467863097150506,0.0668342391373628,100,1993,"LATR_2_36","LATR",2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2,41,0.487253262634762,0.0664047761842562,101,1993,"LATR_2_60","LATR",2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2,42,0.48944992411158,0.0707257497270092,102,1993,"LATR_2_84","LATR",2,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
